"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Ethnicity"	"Ethnicity Code"	Count	Population	Crude Rate
	"Larynx"	"22020"	"75-79 years"	"75-79"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	196	1316074	14.89
	"Larynx"	"22020"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	1483	3061403	48.44
	"Larynx"	"22020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	790	2380917	33.18
	"Larynx"	"22020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	11806	36240169	32.58
	"Larynx"	"22020"	"75-79 years"	"75-79"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	71	Not Applicable	Not Applicable
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	22	1195845	1.84
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	197	3516339	5.60
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	84	2220716	3.78
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	1814	39095815	4.64
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	27	98122	27.52
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	148	806437	18.35
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	828	1827074	45.32
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	480	1437916	33.38
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	7583	25122990	30.18
	"Larynx"	"22020"	"80-84 years"	"80-84"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	42	Not Applicable	Not Applicable
	"Larynx"	"22020"	"85+ years"	"85+"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	21	963574	2.18
	"Larynx"	"22020"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	120	3365184	3.57
	"Larynx"	"22020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	57	1851846	3.08
	"Larynx"	"22020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	1192	39901315	2.99
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	18	64516	27.90
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	93	576826	16.12
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	422	1265469	33.35
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	332	953313	34.83
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	4698	18102317	25.95
	"Larynx"	"22020"	"85+ years"	"85+"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	28	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	26	15426985	0.17
	"Lung and Bronchus"	"22030"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	33	59498357	0.06
	"Lung and Bronchus"	"22030"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	39	62545821	0.06
	"Lung and Bronchus"	"22030"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	19	77686472	0.02
	"Lung and Bronchus"	"22030"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	16	81863203	0.02
	"Lung and Bronchus"	"22030"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	34	83288890	0.04
	"Lung and Bronchus"	"22030"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	51	87937808	0.06
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	32	21954753	0.15
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	24	23172123	0.10
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	125	86376429	0.14
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	32	22651117	0.14
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	36	25515649	0.14
	"Lung and Bronchus"	"22030"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	149	91062897	0.16
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	62	20446255	0.30
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	74	22741944	0.33
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	280	84979293	0.33
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	68	20004627	0.34
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	66	26860662	0.25
	"Lung and Bronchus"	"22030"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	279	87347663	0.32
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	57	9006517	0.63
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	107	18868634	0.57
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	111	22941084	0.48
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	544	81912125	0.66
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	39	8378616	0.47
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	99	17167942	0.58
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	123	26566454	0.46
	"Lung and Bronchus"	"22030"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	533	82857754	0.64
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	18	1155690	1.56
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	120	9107824	1.32
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	249	18662644	1.33
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	197	22303145	0.88
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	1278	84049066	1.52
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	23	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	116	8348415	1.39
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	278	16694766	1.67
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	216	24862338	0.87
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	1180	85346899	1.38
	"Lung and Bronchus"	"22030"	"30-34 years"	"30-34"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	24	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	34	1203824	2.82
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	266	8785090	3.03
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	809	19274947	4.20
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	450	20874612	2.16
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	4330	92649394	4.67
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	30	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	27	1155268	2.34
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	276	8026084	3.44
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	785	17096494	4.59
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	436	22474886	1.94
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	3780	93367478	4.05
	"Lung and Bronchus"	"22030"	"35-39 years"	"35-39"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	32	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	111	1274681	8.71
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	535	8119223	6.59
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	41	932589	4.40
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	2904	19765691	14.69
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	1027	18543430	5.54
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	14137	102849574	13.75
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	18	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	72	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	108	1191814	9.06
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	546	7312907	7.47
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	29	846216	3.43
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	3237	17530687	18.46
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	971	19529364	4.97
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	13103	102841804	12.74
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	20	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"40-44 years"	"40-44"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	87	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	293	1260018	23.25
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	25	230527	10.84
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	1002	7475406	13.40
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	81	793363	10.21
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	6751	19002859	35.53
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	1869	15627590	11.96
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	33426	107275921	31.16
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	34	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	131	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	236	1163592	20.28
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	24	217297	11.04
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	1100	6607416	16.65
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	106	711521	14.90
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	8409	16747555	50.21
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	1862	15937222	11.68
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	34156	106235065	32.15
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	45	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"45-49 years"	"45-49"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	172	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	458	1125465	40.69
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	23	180640	12.73
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	1610	6678615	24.11
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	125	630653	19.82
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	10721	16910792	63.40
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	2937	12604200	23.30
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	59123	103781807	56.97
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	47	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	194	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	496	1029345	48.19
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	38	165992	22.89
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	1953	5756437	33.93
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	172	565665	30.41
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	15755	14657560	107.49
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	3571	12315825	29.00
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	69328	101619711	68.22
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	80	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"50-54 years"	"50-54"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	302	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	672	890853	75.43
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	35	128636	27.21
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	2199	5466810	40.22
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	174	457179	38.06
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	13624	13557258	100.49
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	3920	9735351	40.27
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	91154	91952736	99.13
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	64	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	329	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic"	"2135-2"	18	241498	7.45
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	795	814265	97.63
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	51	113953	44.76
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	2853	4626239	61.67
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	213	400114	53.23
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	22002	11368986	193.53
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	5292	9028052	58.62
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	114334	88477215	129.22
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	105	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"55-59 years"	"55-59"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	467	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	911	657947	138.46
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	29	89300	32.47
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	2623	4173527	62.85
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	187	331463	56.42
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	15954	10362896	153.95
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Hispanic"	"2135-2"	5026	7346564	68.41
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	130578	76721518	170.20
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	65	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Non-Hispanic"	"2186-5"	410	Not Applicable	Not Applicable
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Hispanic"	"2135-2"	24	154306	15.55
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Non-Hispanic"	"2186-5"	1004	604053	166.21
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Hispanic"	"2135-2"	60	75281	79.70
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Non-Hispanic"	"2186-5"	3856	3530564	109.22
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic"	"2135-2"	238	274740	86.63
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hispanic"	"2186-5"	25428	8330302	305.25
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Hispanic"	"2135-2"	7012	6455309	108.62
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Non-Hispanic"	"2186-5"	164246	72111393	227.77
	"Lung and Bronchus"	"22030"	"60-64 years "	"60-64"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Hispanic"	"2135-2"	114	Not Applicable	Not Applicable
